Location,Name,Description,Area,Beds,Baths,Price
Old Cairo,"Apartment, El Fustat",A 2 bedrooms Apartment in El Fustat by Saudi Egyptian Developers (SED). The Apartment size is 128 m2 with 3 bathrooms.,128,3,3,"5,312,000 
              EGP"
Mostakbal City,"Apartment, Talda",A 1 bedroom Apartment in Talda by Housing and Development Properties HDP. The Apartment size is 89 m2 with 2 bathrooms with a garden of 51 m2.,89,2,2,"5,332,868 
              EGP"
New Capital City,"Apartment, Venia",A 2 bedrooms Apartment in Venia by Gates Development. The Apartment size is 115 m2 with 2 bathrooms with a garden of 50 m2.,115,2,2,"5,358,750 
              EGP"
Mostakbal City,"Apartment, Roofscape - At East",A 2 bedrooms Apartment in Roofscape - At East by Al Ahly Sabbour Developments. The Apartment size is 80 m2 with 2 bathrooms.,80,2,2,"5,385,000 
              EGP"
New Capital City,"Serviced Studio, Suite Hub",A  Serviced Studio in Suite Hub by Radix Development. The Serviced Studio size is 61 m2 with 1 bathroom.,61,1,1,"5,461,940 
              EGP"
6th settlement,"Apartment, Maliv",A 1 bedroom Apartment in Maliv  by Kulture Developments. The Apartment size is 93 m2 with 2 bathrooms and a terrace of 8 m2.,93,2,2,"5,468,400 
              EGP"
6th settlement,"Apartment, Lusail Residence",A 2 bedrooms Apartment in Lusail Residence  by Margins Development. The Apartment size is 90 m2 with 1 bathroom.,90,1,1,"5,500,000 
              EGP"
6th settlement,"Apartment, Home Residence",A 2 bedrooms Apartment in Home Residence by Home Town Developments. The Apartment size is 107 m2 with 2 bathrooms.,107,2,2,"5,550,000 
              EGP"
New Capital City,"Office, Modon Green River Tower",A  Office in Modon Green River Tower by Modon Egypt. The Office size is 43 m2.,43,,,"5,561,000 
              EGP"
Mostakbal City,"Apartment, The Butterfly",A 1 bedroom Apartment in The Butterfly  by Madinet Masr . The Apartment size is 72 m2 with 1 bathroom with a garden of 127 m2.,72,1,1,"5,569,050 
              EGP"
New Capital City,"Apartment, New Garden City",A 2 bedrooms Apartment in New Garden City by City Edge Developments. The Apartment size is 131 m2 with 2 bathrooms.,131,2,2,"5,600,000 
              EGP"
New Cairo,"Apartment, Eelaf Residence",A 1 bedroom Apartment in Eelaf Residence  by Emaar Rezk Group Developments . The Apartment size is 84 m2 with 2 bathrooms with a garden of 28 m2.,84,2,2,"5,721,221 
              EGP"
New Cairo,"Clinic, The Node",A  Clinic in The Node by New Town Group. The Clinic size is 43 m2.,43,,,"5,733,333 
              EGP"
Golden Square,"Apartment, Boutique Village 2",A 1 bedroom Apartment in Boutique Village 2 by Modon Egypt. The Apartment size is 70 m2 with 1 bathroom with a garden of 34 m2.,70,1,1,"5,766,000 
              EGP"
New Capital City,"Office, Double Two Towers",A  Office in Double Two Towers  by Nakheel Developments. The Office size is 36 m2.,36,,,"5,791,893 
              EGP"
South Investors,"Apartment, The Lark Residence",A 2 bedrooms Apartment in The Lark Residence by Tamayoz Developments. The Apartment size is 104 m2 with 2 bathrooms.,104,2,2,"5,906,250 
              EGP"
New Cairo,"Apartment, The Mornings",A 1 bedroom Apartment in The Mornings  by Al Ahly Sabbour Developments. The Apartment size is 66 m2 with 1 bathroom.,66,1,1,"5,924,000 
              EGP"
New Cairo,"Apartment, Mist",A 1 bedroom Apartment in Mist by M Squared. The Apartment size is 63 m2 with 1 bathroom with a garden of 24 m2.,63,1,1,"5,944,858 
              EGP"
New Capital City,"Apartment, De Joya 4",A 2 bedrooms Apartment in De Joya 4 by Taj Misr Developments. The Apartment size is 125 m2 with 2 bathrooms with a garden of 49 m2.,125,2,2,"5,986,000 
              EGP"
6th of October City,"Apartment, Westdays",A 2 bedrooms Apartment in Westdays  by IL Cazar Developments. The Apartment size is 110 m2 with 3 bathrooms with a garden of 85 m2.,110,3,3,"6,000,000 
              EGP"
Al Alamein,"Apartment, Downtown New Alamein",A 2 bedrooms Apartment in Downtown New Alamein by City Edge Developments. The Apartment size is 164 m2 with 2 bathrooms.,164,2,2,"6,000,000 
              EGP"
6th of October City,"Apartment, Leaves",A 1 bedroom Apartment in Leaves by El Attal Holding. The Apartment size is 75 m2 with 2 bathrooms with a garden of 27 m2.,75,2,2,"6,015,000 
              EGP"
New Capital City,"Apartment, Diplo East",A 2 bedrooms Apartment in Diplo East by MBG Developments. The Apartment size is 110 m2 with 2 bathrooms.,110,2,2,"6,050,000 
              EGP"
New Capital City,"Office, City Hall Strip",A  Office in City Hall Strip by SERAC Developments. The Office size is 42 m2.,42,,,"6,066,667 
              EGP"
South Investors,"Apartment, Begonia Residence",A 2 bedrooms Apartment in Begonia Residence  by Menassat Developments. The Apartment size is 104 m2 with 2 bathrooms.,104,2,2,"6,108,000 
              EGP"
Mostakbal City,"Apartment, Red",A 1 bedroom Apartment in Red by Cornerstone Development. The Apartment size is 83 m2 with 2 bathrooms and a terrace of 11 m2.,83,2,2,"6,117,100 
              EGP"
New Cairo,"Serviced Studio, Blanks",A  Serviced Studio in Blanks by Manaj Developments. The Serviced Studio size is 55 m2 with 1 bathroom.,55,1,1,"6,200,000 
              EGP"
6th settlement,"Apartment, Hyde Park Central",A 1 bedroom Apartment in Hyde Park Central by Hyde Park. The Apartment size is 75 m2 with 1 bathroom.,75,1,1,"6,250,000 
              EGP"
New Cairo,"Clinic, Grids New Cairo",A  Clinic in Grids New Cairo by Manaj Developments. The Clinic size is 53 m2.,53,,,"6,300,000 
              EGP"
New Cairo,"Office, The Gray",A  Office in The Gray  by Housing and Development Properties HDP. The Office size is 30 m2.,30,,,"6,300,000 
              EGP"
New Capital City,"Clinic, Vinci Street",A  Clinic in Vinci Street  by Misr Italia Properties. The Clinic size is 82 m2.,82,,,"6,400,000 
              EGP"
New Capital City,"Serviced Studio, Swiss Belresidences",A  Serviced Studio in Swiss Belresidences by Altameer Arabian Developments CO.. The Serviced Studio size is 55 m2 with 1 bathroom with a garden of 21 m2.,55,1,1,"6,456,300 
              EGP"
New Capital City,"Office, Capital avenue",A  Office in Capital avenue by Sky AD Developments. The Office size is 75 m2.,75,,,"6,484,000 
              EGP"
New Zayed,"Apartment, Dejoya Residence",A 2 bedrooms Apartment in Dejoya Residence by Taj Misr Developments. The Apartment size is 88 m2 with 2 bathrooms with a garden of 39 m2.,88,2,2,"6,522,000 
              EGP"
El Sheikh Zayed,"Apartment, The Harv",A 2 bedrooms Apartment in The Harv by DAL Developments. The Apartment size is 123 m2 with 2 bathrooms.,123,2,2,"6,584,190 
              EGP"
New Cairo,"Apartment, The Median Residences",A 1 bedroom Apartment in The Median Residences by EGYGAB. The Apartment size is 76 m2 with 2 bathrooms with a garden of 39 m2.,76,2,2,"6,609,000 
              EGP"
El Lotus,"Apartment, Nurai",A 1 bedroom Apartment in Nurai by Mercon Developments. The Apartment size is 85 m2 with 1 bathroom with a garden of 20 m2.,85,1,1,"6,652,464 
              EGP"
New Capital City,"Apartment, Ray Residence",A 3 bedrooms Apartment in Ray Residence by Radix Development. The Apartment size is 155 m2 with 3 bathrooms with a garden of 34 m2.,155,3,3,"6,688,765 
              EGP"
New Capital City,"Office, UniTower",A  Office in UniTower by UC Developments. The Office size is 52 m2.,52,,,"6,760,000 
              EGP"
New Capital City,"Office, Cairo Business Plaza",A  Office in Cairo Business Plaza by Better Home. The Office size is 77 m2.,77,,,"6,795,399 
              EGP"
Maadi,"Apartment, Skyline",A 2 bedrooms Apartment in Skyline by Morshedy Group. The Apartment size is 95 m2 with 2 bathrooms.,95,2,2,"6,802,000 
              EGP"
6th of October City,"Apartment, Club Hills Residence",A 1 bedroom Apartment in Club Hills Residence by Housing and Development Properties HDP. The Apartment size is 82 m2 with 1 bathroom with a garden of 50 m2.,82,1,1,"6,802,893 
              EGP"
New Cairo,"Office, City Hall 90",A  Office in City Hall 90 by SERAC Developments. The Office size is 40 m2.,40,,,"6,888,889 
              EGP"
New Capital City,"Apartment, OIA Compound",A 3 bedrooms Apartment in OIA Compound  by EDGE HOLDING. The Apartment size is 154 m2 with 2 bathrooms.,154,2,2,"6,930,000 
              EGP"
Al Alamein,"Apartment, Lagoons Al Alamin",A 3 bedrooms Apartment in Lagoons Al Alamin by Modon Egypt. The Apartment size is 95 m2 with 1 bathroom with a garden of 21 m2.,95,1,1,"6,951,000 
              EGP"
New Capital City,"Apartment, Jade Park",A 2 bedrooms Apartment in Jade Park by City Edge Developments. The Apartment size is 182 m2 with 1 bathroom.,182,1,1,"7,000,000 
              EGP"
New Capital City,"Apartment, Suli Golf Residence",A 3 bedrooms Apartment in Suli Golf Residence by UC Developments. The Apartment size is 155 m2 with 3 bathrooms.,155,3,3,"7,000,000 
              EGP"
New Capital City,"Apartment, Oro New capital",A 2 bedrooms Apartment in Oro New capital by AMG (Ava Mina Group). The Apartment size is 160 m2 with 2 bathrooms.,160,2,2,"7,113,600 
              EGP"
New Cairo,"Apartment, The Brooks",A 2 bedrooms Apartment in The Brooks by PRE Developments. The Apartment size is 116 m2 with 2 bathrooms.,116,2,2,"7,175,000 
              EGP"
October Gardens,"Apartment, Ashgar Residence",A 3 bedrooms Apartment in Ashgar Residence by IGI Real Estate. The Apartment size is 133 m2 with 3 bathrooms.,133,3,3,"7,186,000 
              EGP"
New Capital City,"Apartment, The Islands",A 2 bedrooms Apartment in The Islands by EGYGAB. The Apartment size is 124 m2 with 2 bathrooms with a garden of 71 m2.,124,2,2,"7,189,153 
              EGP"
New Capital City,"Apartment, De Joya  3",A 3 bedrooms Apartment in De Joya  3 by Taj Misr Developments. The Apartment size is 154 m2 with 3 bathrooms.,154,3,3,"7,230,000 
              EGP"
6th settlement,"Office, Maliv Street",A  Office in Maliv Street by Kulture Developments. The Office size is 62 m2.,62,,,"7,275,000 
              EGP"
New Cairo,"Apartment, Notion",A 3 bedrooms Apartment in Notion  by Town Writers. The Apartment size is 133 m2 with 3 bathrooms.,133,3,3,"7,315,000 
              EGP"
Northern Expansion,"Apartment, One33",A 2 bedrooms Apartment in One33 by Arkan Palm Development. The Apartment size is 120 m2 with 3 bathrooms.,120,3,3,"7,316,417 
              EGP"
New Capital City,"Office, Moonreal Tower",A  Office in Moonreal Tower  by Emaar Rezk Group Developments . The Office size is 56 m2.,56,,,"7,320,945 
              EGP"
New Capital City,"Office, Taj Tower",A  Office in Taj Tower  by Taj Misr Developments. The Office size is 32 m2.,32,,,"7,392,000 
              EGP"
New Capital City,"Apartment, One residence",A 1 bedroom Apartment in One residence by Sky AD Developments. The Apartment size is 110 m2 with 1 bathroom with a garden of 39 m2.,110,1,1,"7,413,000 
              EGP"
Mostakbal City,"Apartment, The 101",A 2 bedrooms Apartment in The 101 by El Attal Holding. The Apartment size is 113 m2 with 2 bathrooms.,113,2,2,"7,425,000 
              EGP"
New Capital City,"Apartment, Capital Heights 1",A 3 bedrooms Apartment in Capital Heights 1 by Safwa Urban Developments (SUD). The Apartment size is 191 m2 with 3 bathrooms with a garden of 50 m2.,191,3,3,"7,425,880 
              EGP"
New Capital City,"Apartment, Capital Heights 2",A 3 bedrooms Apartment in Capital Heights 2 by Safwa Urban Developments (SUD). The Apartment size is 153 m2 with 2 bathrooms with a garden of 52 m2.,153,2,2,"7,543,566 
              EGP"
New Capital City,"Retail, New Capital City",A  Retail in Evolve Tower by New Town Group. The Retail size is 33 m2.,33,,,"7,550,000 
              EGP"
New Capital City,"Apartment, Scene 7",A 2 bedrooms Apartment in Scene 7  by Akam Developments. The Apartment size is 124 m2 with 3 bathrooms with a garden of 94 m2.,124,3,3,"7,692,973 
              EGP"
New Capital City,"Apartment, Armonia",A 3 bedrooms Apartment in Armonia  by The Land Developers (TLD). The Apartment size is 136 m2 with 3 bathrooms.,136,3,3,"7,696,999 
              EGP"
New Cairo,"Apartment, Peerage Residence",A 2 bedrooms Apartment in Peerage Residence by Al Riyadh Misr. The Apartment size is 124 m2 with 2 bathrooms and a terrace of 11 m2.,124,2,2,"7,740,000 
              EGP"
New Zayed,"Serviced Apartment, Westview Residence",A 3 bedrooms Serviced Apartment in Westview Residence  by Housing and Development Properties HDP. The Serviced Apartment size is 130 m2 with 2 bathrooms.,130,2,2,"7,835,135 
              EGP"
El Sheikh Zayed,"Apartment, La Colina",A 2 bedrooms Apartment in La Colina by Capital Hills Developments (CHD ). The Apartment size is 130 m2 with 2 bathrooms.,130,2,2,"7,937,109 
              EGP"
New Cairo,"Apartment, Acasa Mia",A 2 bedrooms Apartment in Acasa Mia by Dar  Al Alamia Developments. The Apartment size is 115 m2 with 2 bathrooms.,115,2,2,"7,983,000 
              EGP"
6th of October City,"Apartment, Rafts",A 2 bedrooms Apartment in Rafts  by The Ark Development. The Apartment size is 111 m2 with 3 bathrooms.,111,3,3,"8,000,000 
              EGP"
Ras Sudr,"Apartment, Bayside",A 1 bedroom Apartment in Bayside  by El Attal Holding. The Apartment size is 90 m2 with 1 bathroom and a roof of 70 m2.,90,1,1,"8,005,000 
              EGP"
Mostakbal City,"Apartment, Rosail",A 2 bedrooms Apartment in Rosail by Khaled Sabry Holding. The Apartment size is 101 m2 with 1 bathroom.,101,1,1,"8,080,350 
              EGP"
El Sheikh Zayed,"Office, Five Fifty Five Business Complex",A  Office in Five Fifty Five Business Complex by DAL Developments. The Office size is 57 m2.,57,,,"8,114,400 
              EGP"
El Sheikh Zayed,"Apartment, Jirian - Mountain View",A 1 bedroom Apartment in Jirian - Mountain View  by Mountain View. The Apartment size is 60 m2 with 2 bathrooms with a garden of 10 m2.,60,2,2,"8,117,153 
              EGP"
New Cairo,"Apartment, J East",A 2 bedrooms Apartment in J East  by Juzur Development. The Apartment size is 120 m2 with 2 bathrooms with a garden of 48 m2.,120,2,2,"8,197,445 
              EGP"
El Sheikh Zayed,"Apartment, Rewaya",A 1 bedroom Apartment in Rewaya by SIAC Developments. The Apartment size is 78 m2 with 2 bathrooms with a garden of 29 m2.,78,2,2,"8,250,000 
              EGP"
New Cairo,"Serviced Studio, Reel - Peerage",A  Serviced Studio in Reel - Peerage by Al Riyadh Misr. The Serviced Studio size is 60 m2 with 1 bathroom with a garden of 14 m2.,60,1,1,"8,252,500 
              EGP"
New Capital City,"Apartment, Boardwalk",A 3 bedrooms Apartment in Boardwalk by Atric Developments. The Apartment size is 180 m2 with 3 bathrooms.,180,3,3,"8,272,000 
              EGP"
New Cairo,"Apartment, The Crest",A 2 bedrooms Apartment in The Crest by IL Cazar Developments. The Apartment size is 125 m2 with 3 bathrooms.,125,3,3,"8,300,000 
              EGP"
New Capital City,"Apartment, Castle Landmark",A 2 bedrooms Apartment in Castle Landmark by Cred Developments. The Apartment size is 130 m2 with 2 bathrooms with a garden of 66 m2.,130,2,2,"8,382,856 
              EGP"
New Cairo,"Office, The Gryd",A  Office in The Gryd by Upwyde Developments. The Office size is 57 m2.,57,,,"8,430,300 
              EGP"
New Capital City,"Apartment, The Capitalway",A 1 bedroom Apartment in The Capitalway  by The Waterway Developments. The Apartment size is 90 m2 with 1 bathroom with a garden of 40 m2.,90,1,1,"8,468,000 
              EGP"
New Cairo,"Apartment, Greens Residence New Cairo",A 1 bedroom Apartment in Greens Residence New Cairo by Hyde Park. The Apartment size is 75 m2 with 1 bathroom.,75,1,1,"8,480,000 
              EGP"
New Cairo,"Office, Iguall",A  Office in Iguall by Upwyde Developments. The Office size is 43 m2.,43,,,"8,554,850 
              EGP"
New Capital City,"Apartment, Serrano",A 2 bedrooms Apartment in Serrano by New Plan. The Apartment size is 130 m2 with 1 bathroom.,130,1,1,"8,580,000 
              EGP"
El Sheikh Zayed,"Apartment, Jirian-Phase One",A 1 bedroom Apartment in Jirian-Phase One by Palm Hills Developments. The Apartment size is 68 m2 with 1 bathroom.,68,1,1,"8,636,000 
              EGP"
Hurghada,"Apartment, DUA",A 1 bedroom Apartment in DUA by Orascom Development Egypt. The Apartment size is 76 m2 with 2 bathrooms with a garden of 53 m2.,76,2,2,"8,675,000 
              EGP"
6th settlement,"Apartment, Crescent Walk South",A 1 bedroom Apartment in Crescent Walk South by Marakez. The Apartment size is 100 m2 with 2 bathrooms.,100,2,2,"8,683,000 
              EGP"
New Zayed,"Apartment, Lugar",A 3 bedrooms Apartment in Lugar  by Gates Development. The Apartment size is 145 m2 with 3 bathrooms.,145,3,3,"8,725,905 
              EGP"
New Cairo,"Apartment, Jade & Blue",A 2 bedrooms Apartment in Jade & Blue by Aspect Development. The Apartment size is 120 m2 with 3 bathrooms.,120,3,3,"8,800,000 
              EGP"
New Capital City,"Office, Obex",A  Office in Obex by Jadeer Realestate. The Office size is 40 m2.,40,,,"8,800,000 
              EGP"
New Capital City,"Retail, Radix Agile",A  Retail in Radix Agile by Radix Development. The Retail size is 41 m2.,41,,,"8,820,617 
              EGP"
New Capital City,"Apartment, Scenario",A 2 bedrooms Apartment in Scenario  by Akam Developments. The Apartment size is 154 m2 with 3 bathrooms with a garden of 75 m2.,154,3,3,"8,877,138 
              EGP"
6th settlement,"Apartment, Nest",A 2 bedrooms Apartment in Nest by N Developments. The Apartment size is 125 m2 with 3 bathrooms.,125,3,3,"8,900,000 
              EGP"
New Cairo,"Apartment, Yellow Residence",A 1 bedroom Apartment in Yellow Residence by Urbnlanes Development. The Apartment size is 103 m2 with 2 bathrooms with a garden of 19 m2.,103,2,2,"8,920,552 
              EGP"
